family,topk,sample_idx,conf_orig,conf_after_del,conf_drop
resnet18_cbam,0.1,4029,1.0,0.9999994039535522,5.960464477539062e-07
resnet18_cbam,0.2,4029,1.0,0.9999991655349731,8.344650268554688e-07
resnet18_cbam,0.05,18720,0.9999991655349731,0.9999759197235107,2.3245811462402344e-05
resnet18_cbam,0.1,18720,0.9999991655349731,0.9999113082885742,8.785724639892578e-05
resnet18_cbam,0.2,18720,0.9999991655349731,0.9993078708648682,0.0006912946701049805
resnet18_cbam,0.05,1514,1.0,1.0,0.0
resnet18_cbam,0.1,1514,1.0,0.9999998807907104,1.1920928955078125e-07
resnet18_cbam,0.2,1514,1.0,0.9999998807907104,1.1920928955078125e-07
resnet18_cbam,0.05,1550,0.9999998807907104,0.9999978542327881,2.0265579223632812e-06
resnet18_cbam,0.1,1550,0.9999998807907104,0.9999971389770508,2.7418136596679688e-06
resnet18_cbam,0.2,1550,0.9999998807907104,0.9999946355819702,5.245208740234375e-06
resnet18_cbam,0.05,4564,0.9999984502792358,0.999992847442627,5.602836608886719e-06
resnet18_cbam,0.1,4564,0.9999984502792358,0.9999936819076538,4.76837158203125e-06
resnet18_cbam,0.2,4564,0.9999984502792358,0.9999703168869019,2.8133392333984375e-05
resnet18_cbam,0.05,4498,0.9999990463256836,0.9999940395355225,5.0067901611328125e-06
resnet18_cbam,0.1,4498,0.9999990463256836,0.999990701675415,8.344650268554688e-06
resnet18_cbam,0.2,4498,0.9999990463256836,0.9999841451644897,1.4901161193847656e-05
resnet18_cbam,0.05,1557,0.9999998807907104,0.9999984502792358,1.430511474609375e-06
resnet18_cbam,0.1,1557,0.9999998807907104,0.9999985694885254,1.3113021850585938e-06
resnet18_cbam,0.2,1557,0.9999998807907104,0.9999978542327881,2.0265579223632812e-06
resnet18_cbam,0.05,2195,1.0,0.9999998807907104,1.1920928955078125e-07
resnet18_cbam,0.1,2195,1.0,0.9999996423721313,3.5762786865234375e-07
resnet18_cbam,0.2,2195,1.0,0.9999963045120239,3.6954879760742188e-06
resnet18_cbam,0.05,2545,0.9999998807907104,0.9999991655349731,7.152557373046875e-07
resnet18_cbam,0.1,2545,0.9999998807907104,0.9999988079071045,1.0728836059570312e-06
resnet18_cbam,0.2,2545,0.9999998807907104,0.9999971389770508,2.7418136596679688e-06
resnet18_cbam,0.05,12693,0.5976554155349731,0.014321775175631046,0.5833336403593421
resnet18_cbam,0.1,12693,0.5976554155349731,0.0006689195870421827,0.596986495947931
resnet18_cbam,0.2,12693,0.5976554155349731,0.00010915818711509928,0.597546257347858
resnet18_cbam,0.05,4750,0.9989014863967896,0.9989727735519409,-7.128715515136719e-05
resnet18_cbam,0.1,4750,0.9989014863967896,0.999214768409729,-0.0003132820129394531
resnet18_cbam,0.2,4750,0.9989014863967896,0.9991648197174072,-0.0002633333206176758
resnet18_cbam,0.05,18268,0.7944059371948242,0.8296646475791931,-0.035258710384368896
resnet18_cbam,0.1,18268,0.7944059371948242,0.8076351284980774,-0.013229191303253174
resnet18_cbam,0.2,18268,0.7944059371948242,0.7628903985023499,0.031515538692474365
resnet18_cbam,0.05,18844,0.9889532327651978,0.9883876442909241,0.0005655884742736816
resnet18_cbam,0.1,18844,0.9889532327651978,0.9871782064437866,0.0017750263214111328
resnet18_cbam,0.2,18844,0.9889532327651978,0.9889172315597534,3.600120544433594e-05
resnet18_cbam,0.05,29937,0.5550202131271362,0.36368510127067566,0.19133511185646057
resnet18_cbam,0.1,29937,0.5550202131271362,0.020064759999513626,0.5349554531276226
resnet18_cbam,0.2,29937,0.5550202131271362,0.0009703374234959483,0.5540498757036403
resnet18_cbam,0.05,1367,0.9996893405914307,0.9996893405914307,0.0
resnet18_cbam,0.1,1367,0.9996893405914307,0.9997115731239319,-2.2232532501220703e-05
resnet18_cbam,0.2,1367,0.9996893405914307,0.9977173805236816,0.0019719600677490234
resnet18_cbam,0.05,26201,0.6953700184822083,0.5271333456039429,0.16823667287826538
resnet18_cbam,0.1,26201,0.6953700184822083,0.19565926492214203,0.4997107535600662
resnet18_cbam,0.2,26201,0.6953700184822083,0.00024609407410025597,0.695123924408108
resnet18_cbam,0.05,7843,0.7868565320968628,0.6224402785301208,0.16441625356674194
resnet18_cbam,0.1,7843,0.7868565320968628,0.5015215873718262,0.2853349447250366
