family,sample_idx,deletion_auc,insertion_auc
resnet18_cbam,11121,0.7394113292855309,0.27217180696053767
resnet18_cbam,34333,0.5394753996715735,0.4365155708891919
resnet18_cbam,11558,0.20105532781512991,0.5111577016702142
resnet18_cbam,15095,0.44659206690864295,0.3592040367031988
resnet18_cbam,5482,0.5366837079497913,0.6644090383032619
resnet18_cbam,27612,0.7703151305189095,0.3230924920949434
resnet18_cbam,9711,0.3313393429672402,0.15601703870194683
resnet18_cbam,2485,0.11298940177871764,0.6382340950534342
resnet18_cbam,25055,0.23145452673487377,0.30500838477475156
resnet18_cbam,25226,0.8768485883556423,0.9306359309321124
resnet18_cbam,2517,0.5677918583529902,0.40655092179177643
resnet18_cbam,3986,0.5611686971409853,0.5916011422211511
resnet18_cbam,5449,0.5329488739455712,0.5753261095771336
resnet18_cbam,25650,0.33718910007841885,0.203143432948508
resnet18_cbam,5353,0.6782407122098633,0.5705490194573883
resnet18_cbam,13786,0.24187868411334357,0.3389050070222801
resnet18_cbam,4322,0.5334414761162094,0.5187711306745939
resnet18_cbam,25639,0.8545121743700292,0.6613833046158106
resnet18_cbam,25205,0.5640131691275183,0.6599798616025936
resnet18_cbam,1831,0.8496820895600266,0.7263652559219906
resnet18_cbam,3536,0.6157928869574505,0.5891773106150282
resnet18_cbam,2096,0.4719763618882027,0.48625581426457387
resnet18_cbam,5469,0.6312543633429044,0.6502878196881738
resnet18_cbam,5050,0.5722626724427684,0.6048054264171263
resnet18_cbam,25655,0.5515534482928075,0.46651531885592235
resnet18_cbam,25122,0.5239884643818868,0.6116975032074379
resnet18_cbam,25439,0.5170835150087782,0.4025351514837041
resnet18_cbam,12884,0.4392474062697147,0.3037839322337277
resnet18_cbam,29842,0.656207311883918,0.8386478192242066
resnet18_cbam,4418,0.7456166557713573,0.390731806309633
resnet18_cbam,3147,0.6099353688166502,0.709189468539762
resnet18_cbam,10773,0.506112803408377,0.47763336685401114
resnet18_cbam,12766,0.049251080736709696,0.25463446435042414
resnet18_cbam,30524,0.51997762341216,0.6559615240767016
resnet18_cbam,1993,0.4491105820280836,0.8002638795114763
resnet18_cbam,1632,0.609482401428977,0.7053130780986976
resnet18_cbam,2903,0.7197677188160014,0.8351882097922498
resnet18_cbam,4288,0.5330254847326614,0.9344938526919577
resnet18_cbam,26488,0.749482452555867,0.2805016639942721
resnet18_cbam,2127,0.2282816000555954,0.6809326727088774
resnet18_cbam,31012,0.6261945022527016,0.6952917887381176
resnet18_cbam,26627,0.4520413538500918,0.4155702073566019
resnet18_cbam,19032,0.22075781591305343,0.04999694282003464
resnet18_cbam,1301,0.8424596303748331,0.5733794720151195
resnet18_cbam,21284,0.8084651942954224,0.26153943745740094
resnet18_cbam,2304,0.9056255014438648,0.5537670015837648
